Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,Sales Price,Total Sales Price,Purchase Price,Total Purchase Price,Cost Price ,Tptal Cost Price,vat,Vat value,totak
121002461,Just For Me Regular (Zawraa),1,539542,6/27/2027,5,45.00,225.00,22.00,110,22.00,110.00,0.15,16.50,126.50
111001243,K Jelly 115g,1373047,531015,10/1/2025,1,32.00,32.00,18.33,18.33,18.33,18.33,0,0.00,18.33
111001243,K Jelly 115g,1374034,540885,8/1/2026,3,32.00,96.00,32.00,96,16.14,48.43,0,0.00,48.43
121002468,K-2000  Blacks 303/4 Dark chestnut,1,512728,1/31/2026,1,20.00,20.00,10.80,10.8,10.80,10.80,0.15,1.62,12.42
121002468,K-2000  Blacks 303/4 Dark chestnut,1,476541,7/29/2025,3,20.00,60.00,10.80,32.4,10.80,32.40,0.15,4.86,37.26
121002468,K-2000  Blacks 303/4 Dark chestnut,1,482043,11/29/2025,3,20.00,60.00,10.80,32.4,10.80,32.40,0.15,4.86,37.26
121002471,K-2000  Browns 305/4 Light Chestnut,1,500727,1/31/2026,2,20.00,40.00,10.80,21.6,10.80,21.60,0.15,3.24,24.84
121002472,K-2000  Browns 306/7 Chocolate Brwn,1,512737,1/30/2026,1,20.00,20.00,10.80,10.8,10.80,10.80,0.15,1.62,12.42
121007200,K-2000 308/0 Light Blonde,1,470009,5/31/2025,4,20.00,80.00,9.50,38,9.50,38.00,0.15,5.70,43.70
121007200,K-2000 308/0 Light Blonde,1,534043,7/10/2026,3,20.00,60.00,11.50,34.5,11.50,34.50,0.15,5.18,39.68
121007200,K-2000 308/0 Light Blonde,1,512743,6/1/2026,1,20.00,20.00,10.80,10.8,10.80,10.80,0.15,1.62,12.42
121008959,K-2000 309/0 Lightest Blonde,1,424310,7/31/2024,1,20.00,20.00,11.00,11,11.00,11.00,0.15,1.65,12.65
121008959,K-2000 309/0 Lightest Blonde,1,476546,5/31/2025,5,20.00,100.00,10.80,54,10.80,54.00,0.15,8.10,62.10
121008959,K-2000 309/0 Lightest Blonde,1,464942,5/11/2025,1,20.00,20.00,9.50,9.5,9.50,9.50,0.15,1.43,10.93
121008959,K-2000 309/0 Lightest Blonde,1,500982,2/7/2026,1,20.00,20.00,10.80,10.8,10.80,10.80,0.15,1.62,12.42
121002474,K-2000 Blacks 301/0 Blue Black,1,496717,8/8/2026,1,20.00,20.00,10.80,10.8,10.80,10.80,0.15,1.62,12.42
121002474,K-2000 Blacks 301/0 Blue Black,1,533247,2/28/2027,3,20.00,60.00,11.50,34.5,11.50,34.50,0.15,5.18,39.68
