Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,Sales Price,Total Sales Price,Purchase Price,Total Purchase Price,Cost Price ,Tptal Cost Price,vat,Vat value,totak
151001613,Silva Tiger Pain Relief Patch Mint,1,515604,1/31/2028,9,16.00,144.00,9.60,86.4,9.60,86.40,0,0.00,86.40
151001605,Silva Tiger Plaster Original,1,463771,12/1/1999,50,5.00,250.00,1.90,95,1.90,95.00,0,0.00,95.00
151001605,Silva Tiger Plaster Original,4444,534067,7/30/2027,6,5.00,30.00,2.50,15,2.50,15.00,0,0.00,15.00
131000287,Similac Gain Plus  IQ No-3 400 g,1,536817,10/10/2026,8,40.82,326.56,38.75,310,38.75,310.00,0.15,46.50,356.50
131000287,Similac Gain Plus  IQ No-3 400 g,1,539196,10/10/2026,5,43.45,217.25,38.75,193.75,38.75,193.75,0.15,29.06,222.81
131000647,Similac gold HMO No.1 -1600gm,1,498517,5/30/2025,1,156.48,156.48,149.75,149.75,149.75,149.75,0.15,22.46,172.21
131000647,Similac gold HMO No.1 -1600gm,1,548512,1/1/2026,1,168.04,168.04,159.64,159.64,159.64,159.64,0.15,23.95,183.59
131000613,Similac Gold No 2 800g,1,521664,10/10/2026,5,86.08,430.40,82.50,412.5,82.50,412.50,0.15,61.88,474.38
131000613,Similac Gold No 2 800g,1,527210,3/28/2026,1,86.08,86.08,82.62,82.62,82.62,82.62,0.15,12.39,95.01
131000625,Similac Gold No 3 800g,1,545231,10/10/2026,3,86.06,258.18,76.75,230.25,76.75,230.25,0.15,34.54,264.79
131000625,Similac Gold No 3 800g,1,540425,5/5/2026,2,80.00,160.00,76.75,153.5,76.75,153.50,0.15,23.03,176.53
131000617,Similac Gold No.1 400g,1,522373,10/10/2026,2,43.45,86.90,41.55,83.1,41.55,83.10,0.15,12.47,95.57
131000617,Similac Gold No.1 400g,1,548557,1/1/2026,6,43.45,260.70,41.28,247.68,41.28,247.68,0.15,37.15,284.83
131000611,Similac Gold No.1 800g,1,536818,10/10/2026,5,86.08,430.40,82.50,412.5,82.50,412.50,0.15,61.88,474.38
131000619,Similac Gold No.2 1600g,1,527240,2/6/2026,2,168.04,336.08,161.33,322.66,161.33,322.66,0.15,48.40,371.06
131000618,Similac Gold No.2 400g,1,525942,2/4/2026,1,43.45,43.45,41.71,41.71,41.71,41.71,0.15,6.26,47.97
131000618,Similac Gold No.2 400g,1,540424,4/4/2026,3,43.45,130.35,41.55,124.65,41.55,124.65,0.15,18.70,143.35
131000618,Similac Gold No.2 400g,1,548558,2/1/2026,3,43.45,130.35,41.28,123.84,41.28,123.84,0.15,18.58,142.42
131000633,Similac Gold No.3 1600g,1,545232,10/10/2026,2,156.48,312.96,148.30,296.6,148.30,296.60,0.15,44.49,341.09
131000732,Similac Max Pro No 1 360 Gm,1,522375,10/10/2026,1,59.05,59.05,56.90,56.9,56.90,56.90,0.15,8.54,65.44
131000730,Similac Max Pro No 1 820 Gm,1,520032,4/30/2025,2,127.80,255.60,122.69,245.38,122.69,245.38,0.15,36.81,282.19
131000733,Similac Max Pro No 2 360 Gm,1,540427,4/4/2026,2,59.05,118.10,56.90,113.8,56.90,113.80,0.15,17.07,130.87
131000734,Similac Max Pro No 2 820 Gm,1,548559,1/27/2026,2,127.80,255.60,121.41,242.82,121.41,242.82,0.15,36.42,279.24
131000734,Similac Max Pro No 2 820 Gm,1,522379,10/10/2026,2,127.80,255.60,122.25,244.5,122.25,244.50,0.15,36.68,281.18
131000737,Similac Max Pro No 3 360gm,1,522377,10/10/2026,3,56.49,169.47,54.20,162.6,54.20,162.60,0.15,24.39,186.99
131000731,Similac Max Pro No 3 820 Gm,1,548528,5/7/2026,3,123.00,369.00,116.85,350.55,116.85,350.55,0.15,52.58,403.13
111002125,Simva 10mg 1×30 tabs,AE0045,530669,5/4/2025,1,56.90,56.90,31.77,31.77,31.77,31.77,0,0.00,31.77
121021237,Sinan Spray 60ml,1,515611,2/6/2027,6,51.00,306.00,22.75,136.5,22.75,136.50,0.15,20.48,156.98
111002137,Sine-Up 120ml Syrup,1648,512236,9/1/2026,5,6.45,32.25,6.45,32.25,5.38,26.88,0,0.00,26.88
