Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,Sales Price,Total Sales Price,Purchase Price,Total Purchase Price,Cost Price ,Tptal Cost Price,vat,Vat value,totak
121001575,Garnier Nat. H. Color-3.6 Deep Red,1,539111,8/1/2026,3,22.00,66.00,11.60,34.8,11.60,34.80,0.15,5.22,40.02
121001575,Garnier Nat. H. Color-3.6 Deep Red,1,515848,7/22/2026,2,22.00,44.00,11.60,23.2,11.60,23.20,0.15,3.48,26.68
121001576,Garnier Nat. H. Color-4 Brown,1,544894,6/22/2026,2,22.00,44.00,11.60,23.2,11.60,23.20,0.15,3.48,26.68
121001576,Garnier Nat. H. Color-4 Brown,1,500721,7/26/2026,4,22.00,88.00,11.60,46.4,11.60,46.40,0.15,6.96,53.36
121001579,Garnier Nat. H. Color-4.6 Burgundy,1,535358,7/31/2029,3,22.00,66.00,11.60,34.8,11.60,34.80,0.15,5.22,40.02
121014933,Garnier Nat. H. Color-4.7 Dark Shiny Brown,1,488980,7/31/2026,2,22.00,44.00,11.60,23.2,11.60,23.20,0.15,3.48,26.68
121001580,Garnier Nat. H. Color-5 Light Brown,1,515845,7/13/2026,2,22.00,44.00,11.60,23.2,11.60,23.20,0.15,3.48,26.68
121001580,Garnier Nat. H. Color-5 Light Brown,1,469061,6/1/2025,2,22.00,44.00,11.60,23.2,11.60,23.20,0.15,3.48,26.68
121001581,Garnier Nat. H. Color-5.3 Light Gold,1,535166,7/25/2026,5,22.00,110.00,11.60,58,11.60,58.00,0.15,8.70,66.70
121001585,Garnier Nat. H. Color-6 Dark Blonde,1,485471,2/25/2026,2,22.00,44.00,11.60,23.2,11.60,23.20,0.15,3.48,26.68
121001585,Garnier Nat. H. Color-6 Dark Blonde,1,464458,6/30/2025,1,22.00,22.00,11.60,11.6,11.60,11.60,0.15,1.74,13.34
121001585,Garnier Nat. H. Color-6 Dark Blonde,1,470302,12/31/2025,1,22.00,22.00,11.60,11.6,11.60,11.60,0.15,1.74,13.34
121001586,Garnier Nat. H. Color-6.1,1,488985,5/1/2026,1,22.00,22.00,11.60,11.6,11.60,11.60,0.15,1.74,13.34
121001586,Garnier Nat. H. Color-6.1,1,515849,7/21/2026,2,22.00,44.00,11.60,23.2,11.60,23.20,0.15,3.48,26.68
121001586,Garnier Nat. H. Color-6.1,1,533533,5/27/2029,2,22.00,44.00,11.60,23.2,11.60,23.20,0.15,3.48,26.68
121001586,Garnier Nat. H. Color-6.1,1,476411,11/1/2025,1,22.00,22.00,11.60,11.6,11.60,11.60,0.15,1.74,13.34
121014745,Garnier Nat. H. Color-6.7 Dark Chocolate,1,512772,12/14/2028,3,22.00,66.00,11.60,34.8,11.60,34.80,0.15,5.22,40.02
121014745,Garnier Nat. H. Color-6.7 Dark Chocolate,1,453371,9/1/2025,1,22.00,22.00,11.80,11.8,11.80,11.80,0.15,1.77,13.57
121014745,Garnier Nat. H. Color-6.7 Dark Chocolate,1,462573,9/1/2025,1,22.00,22.00,11.60,11.6,11.60,11.60,0.15,1.74,13.34
121001590,Garnier Nat. H. Color-7 Blonde,1,442118,5/1/2025,3,22.00,66.00,11.80,35.4,11.80,35.40,0.15,5.31,40.71
121001591,Garnier Nat. H. Color-7.1 Ash Blonde,1,500229,5/6/2026,4,22.00,88.00,11.60,46.4,11.60,46.40,0.15,6.96,53.36
121001591,Garnier Nat. H. Color-7.1 Ash Blonde,1,533207,5/27/2029,3,22.00,66.00,11.60,34.8,11.60,34.80,0.15,5.22,40.02
121016274,Garnier Nat. H. Color-7.11 Deep Ashy Blonde,1,533202,5/27/2029,3,22.00,66.00,11.60,34.8,11.60,34.80,0.15,5.22,40.02
121001592,Garnier Nat. H. Color-7.3 Hazel Blonde,1,495108,5/17/2026,3,22.00,66.00,11.60,34.8,11.60,34.80,0.15,5.22,40.02
121015935,Garnier Nat. H. Color-7.7 Deer Brown,1,488986,3/30/2026,1,22.00,22.00,11.60,11.6,11.60,11.60,0.15,1.74,13.34
121001594,Garnier Nat. H.Color -3 Dark Brown,1,500720,4/8/2026,1,22.00,22.00,11.60,11.6,11.60,11.60,0.15,1.74,13.34
121001594,Garnier Nat. H.Color -3 Dark Brown,1,522813,4/29/2029,1,22.00,22.00,11.60,11.6,11.60,11.60,0.15,1.74,13.34
121001594,Garnier Nat. H.Color -3 Dark Brown,1,546869,7/31/2029,6,22.00,132.00,11.60,69.6,11.60,69.60,0.15,10.44,80.04
121001594,Garnier Nat. H.Color -3 Dark Brown,1,515847,5/31/2026,2,22.00,44.00,11.60,23.2,11.60,23.20,0.15,3.48,26.68
121018112,Garnier Natural 3.7 dark brown,1,538872,7/31/2029,3,22.00,66.00,11.60,34.8,11.60,34.80,0.15,5.22,40.02
121018112,Garnier Natural 3.7 dark brown,1,512773,7/30/2026,1,22.00,22.00,11.60,11.6,11.60,11.60,0.15,1.74,13.34
121016671,Garnier Olia Hair Color 9.0 Light Blonde,1,533597,4/29/2029,2,22.00,44.00,11.60,23.2,11.60,23.20,0.15,3.48,26.68
121016671,Garnier Olia Hair Color 9.0 Light Blonde,1,515739,12/14/2028,6,22.00,132.00,11.60,69.6,11.60,69.60,0.15,10.44,80.04
121016672,Garnier Olia Hair Color 9.1 Ashy Light Blond Clair,1,512779,6/14/2026,5,22.00,110.00,11.60,58,11.60,58.00,0.15,8.70,66.70
121016672,Garnier Olia Hair Color 9.1 Ashy Light Blond Clair,1,451149,8/18/2025,1,22.00,22.00,11.80,11.8,11.80,11.80,0.15,1.77,13.57
121016672,Garnier Olia Hair Color 9.1 Ashy Light Blond Clair,1,533596,6/30/2026,3,22.00,66.00,11.60,34.8,11.60,34.80,0.15,5.22,40.02
121016672,Garnier Olia Hair Color 9.1 Ashy Light Blond Clair,1,544893,6/14/2026,1,22.00,22.00,11.60,11.6,11.60,11.60,0.15,1.74,13.34
121016638,Garnier Shampo Nutruring Almond MILK 700ML,1,494989,7/31/2026,1,24.00,24.00,17.66,17.66,17.66,17.66,0.15,2.65,20.31
121016638,Garnier Shampo Nutruring Almond MILK 700ML,1,533214,5/1/2029,2,24.00,48.00,16.06,32.12,16.06,32.12,0.15,4.82,36.94
121016462,Garnier Sk Fast Fairness Cream Vitamin C 50 ml,1,534908,9/5/2026,3,22.00,66.00,16.50,49.5,16.50,49.50,0.15,7.43,56.93
121016463,Garnier Sk Fast Fairness Cream Vitamin C Night 50ml,1,547292,2/28/2027,2,22.00,44.00,16.50,33,16.50,33.00,0.15,4.95,37.95
121019189,Garnier Sk Tissue Mask Hydra Bomb Dehydrated Skin 32gm,1,515740,3/12/2029,2,15.00,30.00,10.87,21.74,10.87,21.74,0.15,3.26,25.00
121016826,Garnier Skin Active Fast Fairness Face Wash Lemon 100ml,1,548200,7/30/2026,1,26.00,26.00,14.50,14.5,14.50,14.50,0.15,2.18,16.68
121016645,Garnier UD Almond Milk Shampoo 200ml,1,515753,12/13/2028,2,12.00,24.00,8.49,16.98,8.49,16.98,0.15,2.55,19.53
121016645,Garnier UD Almond Milk Shampoo 200ml,1,547987,9/30/2029,6,12.00,72.00,8.00,48,8.00,48.00,0.15,7.20,55.20
121016467,Garnier UD Almond Milk Shampoo 400ml,1,548209,8/24/2029,3,20.00,60.00,11.15,33.45,11.15,33.45,0.15,5.02,38.47
121016467,Garnier UD Almond Milk Shampoo 400ml,1,488660,7/31/2026,1,20.00,20.00,12.18,12.18,12.18,12.18,0.15,1.83,14.01
121013432,Garnier UD Avocado Karite Condi 400ml,1,538757,7/31/2029,6,19.00,114.00,11.65,69.9,11.65,69.90,0.15,10.49,80.39
121013424,Garnier UD Avocado Karite Leave 200ml,1,514188,12/31/2027,1,22.00,22.00,16.21,16.21,16.21,16.21,0.15,2.43,18.64
121013424,Garnier UD Avocado Karite Leave 200ml,1,548205,10/30/2029,3,22.00,66.00,16.25,48.75,16.25,48.75,0.15,7.31,56.06
121013418,Garnier UD Avocado Karite Shampoo 200ml,1,547988,1/1/2027,4,12.00,48.00,8.00,32,8.00,32.00,0.15,4.80,36.80
121013428,Garnier UD Avocado Karite Shampoo 400ml,1,548121,1/1/2027,5,20.00,100.00,11.15,55.75,11.15,55.75,0.15,8.36,64.11
121015727,Garnier Ud Extreme Nutrition Shampo Mythic Olive 200ml,1,533853,5/25/2029,6,12.00,72.00,8.00,48,8.00,48.00,0.15,7.20,55.20
121018610,Garnier Ud Extreme Nutrition Shampo Mythic Olive 400ml,1,488664,3/31/2026,2,20.00,40.00,11.08,22.16,11.08,22.16,0.15,3.32,25.48
121018610,Garnier Ud Extreme Nutrition Shampo Mythic Olive 400ml,1,548125,7/31/2029,6,20.00,120.00,11.15,66.9,11.15,66.90,0.15,10.04,76.94
121015578,Garnier Ud Extreme Nutrition Shampo Mythic Olive 700m,1,528678,5/26/2029,6,24.00,144.00,16.06,96.36,16.06,96.36,0.15,14.45,110.81
121015728,Garnier UD Healing Castor Almond Oils Cond 400ml,1,548202,1/1/2027,6,19.00,114.00,11.65,69.9,11.65,69.90,0.15,10.49,80.39
121015728,Garnier UD Healing Castor Almond Oils Cond 400ml,1,500585,7/31/2026,1,19.00,19.00,11.61,11.61,11.61,11.61,0.15,1.74,13.35
121015877,Garnier UD Healing Castor Almond Oils Shampoo 200ml,1,548122,1/1/2027,6,12.00,72.00,8.00,48,8.00,48.00,0.15,7.20,55.20
121015810,Garnier UD Healing Castor Almond Oils Shampoo 400ml,1,548123,8/24/2029,6,20.00,120.00,11.15,66.9,11.15,66.90,0.15,10.04,76.94
121016155,Garnier UD Healing Castor Almond Oils Shampoo 700ml,1,548210,1/1/2026,5,24.00,120.00,16.06,80.3,16.06,80.30,0.15,12.05,92.35
121013433,Garnier UD Honey Treasures Cond 400ml,1,548203,1/1/2027,3,19.00,57.00,11.65,34.95,11.65,34.95,0.15,5.24,40.19
121013440,Garnier UD Honey Treasures Shamp 700ml,1,548211,7/31/2029,3,24.00,72.00,16.06,48.18,16.06,48.18,0.15,7.23,55.41
121013440,Garnier UD Honey Treasures Shamp 700ml,1,528675,5/26/2029,2,24.00,48.00,16.06,32.12,16.06,32.12,0.15,4.82,36.94
121013419,Garnier UD Honey Treasures Shampoo 200ml,1,547989,1/1/2028,6,12.00,72.00,8.00,48,8.00,48.00,0.15,7.20,55.20
121013419,Garnier UD Honey Treasures Shampoo 200ml,1,524821,8/31/2026,1,12.00,12.00,8.00,8,8.00,8.00,0.15,1.20,9.20
121013429,Garnier UD Honey Treasures Shampoo 400ml,1,548124,1/1/2026,3,20.00,60.00,11.15,33.45,11.15,33.45,0.15,5.02,38.47
121016644,Garnier UD Kids 2 in 1 Shampo 400ml,1,548212,8/24/2029,3,27.00,81.00,17.96,53.88,17.96,53.88,0.15,8.08,61.96
121018529,Garnier UD Leave In Milk Black Charcoal NIgella 200ml,1,547296,4/7/2027,6,22.00,132.00,16.25,97.5,16.25,97.50,0.15,14.63,112.13
121013724,Garnier UD Oil Replacement Avocado Each,1,548214,8/25/2029,1,21.00,21.00,14.40,14.4,14.40,14.40,0.15,2.16,16.56
121015158,Garnier UD Oil Replacement Honey Treasures 300ml,1,548215,8/25/2029,1,21.00,21.00,14.40,14.4,14.40,14.40,0.15,2.16,16.56
121017338,Garnier UD Reparing Hair Food 3x1 390ml,1,548206,7/31/2029,3,30.00,90.00,24.00,72,24.00,72.00,0.15,10.80,82.80
121018609,Garnier UD Reparing Hair Food 3x1 Papaya&Amla 390ml,1,548207,8/25/2029,3,30.00,90.00,24.00,72,24.00,72.00,0.15,10.80,82.80
121016941,Garnier UD Shampo Purifying Shine 200ml,1,548126,8/24/2029,6,12.00,72.00,8.00,48,8.00,48.00,0.15,7.20,55.20
121016941,Garnier UD Shampo Purifying Shine 200ml,1,528679,5/25/2029,2,12.00,24.00,8.00,16,8.00,16.00,0.15,2.40,18.40
121016943,Garnier UD Shampo Purifying Shine 400ml,1,548127,10/31/2029,6,20.00,120.00,11.15,66.9,11.15,66.90,0.15,10.04,76.94
121016943,Garnier UD Shampo Purifying Shine 400ml,1,515761,3/12/2029,3,20.00,60.00,12.18,36.54,12.18,36.54,0.15,5.48,42.02
121021338,Garnier U/Doux Cond Mythic Olive 400ml,1,548204,7/31/2029,3,19.00,57.00,11.65,34.95,11.65,34.95,0.15,5.24,40.19
121019977,Garnier Ultra Doux Leave In Cream honey 200ml,1,548208,10/30/2029,4,22.00,88.00,16.25,65,16.25,65.00,0.15,9.75,74.75
121019978,Garnier Ultra Doux Leave In Cream Mythic Olive 200ml,1,524840,4/5/2027,1,22.00,22.00,16.25,16.25,16.25,16.25,0.15,2.44,18.69
121022257,Garnier Ultra Doux Shampo Rice Water 200ml,1,548128,9/30/2029,6,12.00,72.00,8.00,48,8.00,48.00,0.15,7.20,55.20
121022262,Garnier Ultra Doux Shampo Rice Water 600ml,1,548213,9/30/2029,3,24.00,72.00,16.06,48.18,16.06,48.18,0.15,7.23,55.41
121018484,Garnier Ultra Doux Shampoo Avocado&Shea Butter 600ML,1,539503,5/26/2029,6,24.00,144.00,16.06,96.36,16.06,96.36,0.15,14.45,110.81
111001033,Gasec 20mg 14cap,24044320,541058,10/25/2026,6,27.50,165.00,27.50,165,19.25,115.51,0,0.00,115.51
111001035,Gasec 40mg Gastro 14 Cap,231014056,536706,7/16/2026,1,45.10,45.10,45.10,45.1,34.17,34.17,0,0.00,34.17
111001035,Gasec 40mg Gastro 14 Cap,23101407,541060,7/16/2026,1,45.10,45.10,45.10,45.1,31.57,31.57,0,0.00,31.57
111001036,Gasec 40mg Gastro 28 Cap,23113402,538207,9/5/2026,2,79.35,158.70,79.35,158.7,57.96,115.92,0,0.00,115.92
111004553,Gastrozole Plus 20mg 28 Caps,23db93,511809,5/31/2025,1,42.90,42.90,42.90,42.9,26.81,26.81,0,0.00,26.81
111003020,Gaviscon Advance Pepp Oral Susp 300ml,AEY964,536587,11/1/2025,1,25.35,25.35,25.35,25.35,21.13,21.13,0,0.00,21.13
111003020,Gaviscon Advance Pepp Oral Susp 300ml,aey967,541061,11/30/2025,1,26.70,26.70,26.70,26.7,22.25,22.25,0,0.00,22.25
121018417,Gaviscon Double Action 32 Tab,AGC490,536282,2/1/2026,2,17.60,35.20,17.60,35.2,14.67,29.34,0,0.00,29.34
111003924,Gaviscon Double Action Susp 300ml,agc334,518643,1/31/2026,2,20.90,41.80,20.90,41.8,17.42,34.84,0,0.00,34.84
111003321,Gaviscon Extra 500mg 12Tab,AGL282,538062,4/30/2026,2,9.85,19.70,9.85,19.7,8.21,16.42,0,0.00,16.42
111001039,Gaviscon Pepp 16 Tab,AGB954,531306,1/1/2027,2,8.00,16.00,6.67,13.34,6.67,13.34,0,0.00,13.34
111001040,Gaviscon Pepp. Liquid Syrup 200ml,agd697,541063,2/28/2027,3,13.65,40.95,13.65,40.95,11.38,34.13,0,0.00,34.13
111002967,Gaviscon Sa Aniseed 200 ml,AGG659,536707,4/1/2027,2,12.65,25.30,12.65,25.3,10.54,21.09,0,0.00,21.09
111001041,Gaviscone anise  syrup,aeb877,511833,10/31/2025,5,12.65,63.25,12.65,63.25,10.54,52.71,0,0.00,52.71
111003129,Gengigel Adult Tube 20ml,2329d11,541319,11/30/2026,1,59.00,59.00,59.00,59,49.16,49.16,0,0.00,49.16
111003012,Gengigel Baby Tube 15ml,2303C11,528063,12/31/2026,1,46.00,46.00,46.00,46,38.33,38.33,0,0.00,38.33
111003012,Gengigel Baby Tube 15ml,2401c11,541320,7/31/2027,2,46.00,92.00,46.00,92,38.33,76.66,0,0.00,76.66
111003130,Gengigel Spray 20ml,2302c11,474765,1/31/2026,2,60.00,120.00,60.00,120,50.00,100.01,0,0.00,100.01
121020234,Genie Collection 25 Ml,1,458385,2/1/2025,6,17.39,104.34,5.57,33.39,11.13,66.78,0.15,10.02,76.80
111001050,Gentaplex Caps 36  cap / pk,10502223,511826,1/1/2025,2,189.00,378.00,189.00,378,151.21,302.41,0,0.00,302.41
111001050,Gentaplex Caps 36  cap / pk,1050523,505961,4/30/2025,1,189.00,189.00,189.00,189,157.78,157.78,0,0.00,157.78
111001050,Gentaplex Caps 36  cap / pk,1061023,538209,9/30/2025,1,189.00,189.00,189.00,189,149.56,149.56,0,0.00,149.56
121001666,GII Mach 3 Power Blades 2s,9999999999,169911,3/3/2012,1,31.00,31.00,24.15,24.15,20.16,20.16,0.15,3.02,23.18
121001667,GII Mach 3 Power Blades 8s,9999999999,199740,12/1/1999,2,78.00,156.00,78.00,156,50.70,101.40,0.15,15.21,116.61
121013817,Gilette Venus Dis 4+1Lbrst 32075,1,501370,5/5/2026,2,31.00,62.00,26.83,53.67,26.83,53.67,0.15,8.05,61.72
121020616,Gill Mach3+Blades 3 Pcs,1,533428,12/1/1999,1,65.00,65.00,36.40,36.4,36.40,36.40,0.15,5.46,41.86
121020616,Gill Mach3+Blades 3 Pcs,1,504595,7/31/1932,1,48.00,48.00,33.93,33.93,33.93,33.93,0.15,5.09,39.02
121017196,Gillette Blue 2 Plus Disp 5 Pcs,1,547406,3/31/1934,6,21.00,126.00,14.25,85.5,14.25,85.50,0.15,12.83,98.33
121017196,Gillette Blue 2 Plus Disp 5 Pcs,1,501103,12/1/1999,2,21.00,42.00,14.25,28.5,14.25,28.50,0.15,4.28,32.78
121017198,Gillette Blue 3 Comfort 3pcs Card,1,537794,12/1/1999,2,21.00,42.00,15.90,31.8,15.90,31.80,0.15,4.77,36.57
121017197,Gillette Blue 3 Comfort 9+3 pcs,1,511480,7/31/1932,1,53.00,53.00,42.00,42,42.00,42.00,0.15,6.30,48.30
121009335,Gillette Blue 3 HRDC 32602,1,485535,12/1/1999,15,6.00,90.00,3.00,45,3.00,45.00,0.15,6.75,51.75
121016518,Gillette Blue For women 10+5 razor,1,523058,12/31/1933,3,27.00,81.00,17.00,51,17.00,51.00,0.15,7.65,58.65
121016518,Gillette Blue For women 10+5 razor,1,509008,12/1/1999,3,27.00,81.00,17.00,51,17.00,51.00,0.15,7.65,58.65
121001616,Gillette Blue II Hrdc LH 32028,1,485432,3/1/1931,18,2.50,45.00,1.33,23.94,1.33,23.94,0.15,3.59,27.53
121001613,Gillette blue II L.Handle 10 Pcs  32040,1,515637,5/8/1932,3,35.00,105.00,24.20,72.6,24.20,72.60,0.15,10.89,83.49
121001617,Gillette blue II L.Handle 5 Pcs 32039,1,515638,1/26/1933,3,21.00,63.00,15.00,45,15.00,45.00,0.15,6.75,51.75
121006539,Gillette Blue II Plus Ultra Gripe 10+4 32514,1,511477,2/28/1932,1,36.00,36.00,22.00,22,22.00,22.00,0.15,3.30,25.30
121016042,Gillette Blue II Plus Ultra Gripe 15+5 32305,1,501100,12/1/1999,3,47.00,141.00,28.55,85.65,28.55,85.65,0.15,12.85,98.50
121001622,Gillette Blue Plus Ultra Grip 32037,1,547407,12/1/1999,5,16.00,80.00,7.00,35,7.00,35.00,0.15,5.25,40.25
121015236,Gillette Blue Simple 3 8+2 Bundle (2x4+1) 32406,1,534574,12/1/1999,1,35.00,35.00,28.00,28,28.00,28.00,0.15,4.20,32.20
121001623,Gillette Body Bags 3pcs 32597,1,509009,12/1/1999,11,10.00,110.00,6.25,68.75,6.25,68.75,0.15,10.31,79.06
121001659,Gillette Deo Stick Arctic Ice 70ml 32681,1,546790,5/31/2026,6,25.00,150.00,13.99,83.94,13.99,83.94,0.15,12.59,96.53
121001566,Gillette Fusion  razor 2up 32215,1,504592,9/30/1932,1,56.00,56.00,33.58,33.58,33.58,33.58,0.15,5.04,38.62
121017201,Gillette Fusion Machine +2 blades,1,537811,12/1/1999,1,63.00,63.00,41.98,41.98,41.98,41.98,0.15,6.30,48.28
121001652,Gillette Fusion Manual Razor 4up 32217,1,501013,1/31/1931,3,85.00,255.00,60.81,182.43,60.81,182.43,0.15,27.36,209.79
121001720,Gillette Fusion Manual Razor 8up 32218,1,467035,5/31/1931,1,130.00,130.00,109.40,109.4,109.40,109.40,0.15,16.41,125.81
121001721,Gillette Fusion powder 4s 32222,1,511491,4/30/1931,1,95.00,95.00,74.96,74.96,74.96,74.96,0.15,11.24,86.20
121011984,Gillette Fusion Pro Hydration Balm Moist 50ml 32816,1,501714,11/30/2025,2,31.00,62.00,23.50,47,23.50,47.00,0.15,7.05,54.05
121010266,Gillette Fusion Proglide Blades 2s 32082,1,511487,7/31/1930,1,65.00,65.00,38.37,38.37,38.37,38.37,0.15,5.76,44.13
121010266,Gillette Fusion Proglide Blades 2s 32082,1,537809,12/1/1999,1,65.00,65.00,38.37,38.37,38.37,38.37,0.15,5.76,44.13
121010066,Gillette Fusion Proglide Blades 4s 32083,1,511488,4/30/1932,1,85.00,85.00,69.51,69.51,69.51,69.51,0.15,10.43,79.94
121010331,Gillette Fusion Proglide Blades Power 4s 32078,1,504590,9/30/1932,1,120.00,120.00,93.00,93,93.00,93.00,0.15,13.95,106.95
121014777,Gillette Fusion Proglide Flexball MNL RA2 32397,1,538902,12/1/1999,1,65.00,65.00,43.86,43.86,43.86,43.86,0.15,6.58,50.44
121001722,Gillette Fusion razor power 1up 32252,1,537813,12/1/1999,1,76.00,76.00,51.60,51.6,51.60,51.60,0.15,7.74,59.34
121005470,Gillette M3  Power 4,9999999999,180204,12/1/1999,2,59.00,118.00,36.40,72.8,33.82,67.65,0.15,10.15,77.80
121001723,Gillette Mach 3 Razor 1UP 32403,1,535614,12/1/1999,1,45.00,45.00,30.60,30.6,30.60,30.60,0.15,4.59,35.19
121009680,Gillette Mach 3 Sensitive 8 CT 32367,1,302605,12/1/2025,1,114.00,114.00,87.55,87.55,74.15,74.15,0.15,11.12,85.27
121001668,Gillette Mach 3 Turbo 4s 32387,1,511495,4/30/1932,1,70.00,70.00,57.25,57.25,57.25,57.25,0.15,8.59,65.84
121001725,Gillette Mach 3 Turbo Blades 2s 32401,1,475586,12/1/1999,1,36.00,36.00,23.75,23.75,23.75,23.75,0.15,3.56,27.31
121001671,Gillette Mach3 Baldes 2s 32395,j,449689,12/1/1999,1,32.00,32.00,30.00,30,19.50,19.50,0.15,2.93,22.43
121017311,Gillette Mach3 Turbo Blades 8pcs,1,504594,8/31/1931,1,145.00,145.00,102.00,102,102.00,102.00,0.15,15.30,117.30
121021414,Gillette Mach3+Blades 5pcs,1,504596,11/30/1930,1,70.00,70.00,51.33,51.33,51.33,51.33,0.15,7.70,59.03
121003027,Gillette Nacet Yellow 96x1 32002,1,517584,12/1/1999,47,2.00,94.00,0.72,33.84,0.72,33.84,0.15,5.08,38.92
121008414,Gillette Shave Foam Lemon Lime 200ml 32058,1,515644,11/30/2026,4,14.00,56.00,9.40,37.6,9.40,37.60,0.15,5.64,43.24
121004098,Gillette Shave Foam Menthol 200ml 32059,1,515645,7/31/2026,1,14.00,14.00,9.40,9.4,9.40,9.40,0.15,1.41,10.81
121001646,Gillette Shave Foam Regular 200ml 32072,1,539159,12/1/1999,1,14.00,14.00,8.98,8.98,8.98,8.98,0.15,1.35,10.33
121022101,Gillette Simply Venus 3 Blades 16 Razors Pink,1,539825,12/1/1999,4,61.00,244.00,41.32,165.28,41.32,165.28,0.15,24.79,190.07
121017313,Gillette Simply Venus 3 Blades Card 8pcs,1,485778,12/1/1999,4,47.00,188.00,26.00,104,26.00,104.00,0.15,15.60,119.60
121019929,Gillette Simply Venus 3 Sensitive Dis 2+1,1,535618,12/1/1999,5,34.00,170.00,25.30,126.5,25.30,126.50,0.15,18.98,145.48
121008416,Gillette Simply Venus2 Disposable 4 Razors 32516,1,509010,12/1/1999,3,17.00,51.00,10.70,32.1,10.70,32.10,0.15,4.82,36.92
121008416,Gillette Simply Venus2 Disposable 4 Razors 32516,1,496669,5/31/2028,1,17.00,17.00,10.70,10.7,10.70,10.70,0.15,1.61,12.31
121008418,Gillette Simply Venus3 Disposable 4 Razors 32108 Lady,1,534231,12/1/1999,8,30.00,240.00,22.80,182.4,22.80,182.40,0.15,27.36,209.76
121008417,Gillette Simply Venus3 Plus Disposable 3 Razors 32107,h,449681,12/1/1999,1,30.00,30.00,25.00,25,16.25,16.25,0.15,2.44,18.69
121016427,Gillette Skinguard Sensitive 2razor 32208,1,504597,3/31/2029,1,46.00,46.00,34.00,34,34.00,34.00,0.15,5.10,39.10
121017314,Gillette Skinguard Sensitive 4 blades,1,513190,2/28/2026,1,75.00,75.00,53.85,53.85,53.85,53.85,0.15,8.08,61.93
121001702,Gillette Ultra Gripe for Womens 5+2 32179,1,473183,12/1/1999,4,16.00,64.00,7.90,31.6,7.90,31.60,0.15,4.74,36.34
121020198,Gillette Venus 3 Card 3pcs Colored,1,547408,12/1/1999,6,31.00,186.00,20.83,124.98,20.83,124.98,0.15,18.75,143.73
121016426,Gillette Venus 3 Sensitive Disp 3CT 32149,1,515653,5/11/1932,1,26.00,26.00,20.34,20.34,20.34,20.34,0.15,3.05,23.39
121017315,Gillette Venus Comfortglide Breeze 4pcs,1,515649,11/30/1933,2,85.00,170.00,57.80,115.6,57.80,115.60,0.15,17.34,132.94
121019686,Gillette Venus Comfortglide Spa Breeze Machine+2blades,6565,537798,9/30/1931,1,63.00,63.00,41.98,41.98,41.98,41.98,0.15,6.30,48.28
121011413,Gillette Venus Dis 8+4 msr 32074,1,485536,12/1/1999,5,34.00,170.00,20.00,100,20.00,100.00,0.15,15.00,115.00
121016166,Gillette Venus Dis Pink 8+4 msr 32009,1,469349,12/1/1999,4,50.00,200.00,27.00,108,27.00,108.00,0.15,16.20,124.20
121008415,Gillette Venus Riviera 2 Razors 32105,1,485538,12/1/1999,8,28.00,224.00,16.00,128,16.00,128.00,0.15,19.20,147.20
121017317,Gillette Venus Sensitive Extra Smooth blades 4pcs,1,451656,12/1/1999,1,84.00,84.00,70.25,70.25,70.25,70.25,0.15,10.54,80.79
