Item No.,Item name,Patch No.,Ascon code,EXPIRY DATE,Qty,Sales Price,Total Sales Price,Purchase Price,Total Purchase Price,Cost Price ,Tptal Cost Price,vat,Vat value,totak
121003185,Nivea Cream 150ml,1,505386,8/31/2025,4,14.00,56.00,8.59,34.36,8.59,34.36,0.15,5.15,39.51
121003186,Nivea Cream 250ml,1,505387,7/31/2025,3,21.00,63.00,13.00,39,13.00,39.00,0.15,5.85,44.85
121003188,Nivea Cream 60ml,1,547230,5/30/2026,4,8.00,32.00,4.47,17.88,4.47,17.88,0.15,2.68,20.56
121016657,Nivea Deep Clean Shaving Gel 200ml,1,515817,5/31/2026,1,23.00,23.00,16.90,16.9,16.90,16.90,0.15,2.54,19.44
121016657,Nivea Deep Clean Shaving Gel 200ml,1,504788,1/31/2026,1,23.00,23.00,16.90,16.9,16.90,16.90,0.15,2.54,19.44
121015779,Nivea Deo Dry Comfort Spray Female 150ml,1,476526,12/13/2025,2,23.00,46.00,15.44,30.88,15.44,30.88,0.15,4.63,35.51
121015779,Nivea Deo Dry Comfort Spray Female 150ml,1,496396,3/31/2026,4,23.00,92.00,14.90,59.6,14.90,59.60,0.15,8.94,68.54
121005763,Nivea Deo Dry Impact Plus Spray Men 200ml,1,533289,5/31/2026,1,26.00,26.00,17.50,17.5,17.50,17.50,0.15,2.63,20.13
121005761,Nivea Deo Fresh Active Spray Men 200ml,1,476441,12/1/2025,2,26.00,52.00,18.16,36.32,18.16,36.32,0.15,5.45,41.77
121005761,Nivea Deo Fresh Active Spray Men 200ml,1,496202,12/31/2025,3,26.00,78.00,17.50,52.5,17.50,52.50,0.15,7.88,60.38
121014565,Nivea Deo Fresh Natural Spray Female 150ml,1,547226,5/30/2026,6,23.00,138.00,14.85,89.1,14.85,89.10,0.15,13.37,102.47
121014565,Nivea Deo Fresh Natural Spray Female 150ml,1,496390,12/31/2025,2,23.00,46.00,14.85,29.7,14.85,29.70,0.15,4.46,34.16
121005762,Nivea Deo Fresh Natural Spray Female 200ml,1,496392,3/31/2026,1,21.00,21.00,17.50,17.5,17.50,17.50,0.15,2.63,20.13
121012532,Nivea Deo Fresh Power Roll On 50ml 70651,1,516008,4/30/2026,8,19.00,152.00,12.10,96.8,12.10,96.80,0.15,14.52,111.32
121012533,Nivea Deo Fresh Power Spray 150ml 70652,1,516018,2/28/2026,2,23.00,46.00,14.90,29.8,14.90,29.80,0.15,4.47,34.27
121012533,Nivea Deo Fresh Power Spray 150ml 70652,1,522974,6/30/2026,3,23.00,69.00,14.90,44.7,14.90,44.70,0.15,6.71,51.41
121012534,Nivea Deo Fresh Power Spray 200ml 70653,1,456375,7/1/2024,1,26.00,26.00,16.24,16.24,16.24,16.24,0.15,2.44,18.68
121012534,Nivea Deo Fresh Power Spray 200ml 70653,1,475181,5/31/2025,3,26.00,78.00,18.16,54.48,18.16,54.48,0.15,8.17,62.65
121011972,Nivea Deo Natural Fairness Spray 150ml 71859,1,546952,7/31/2027,6,23.00,138.00,14.90,89.4,14.90,89.40,0.15,13.41,102.81
121012529,Nivea Deo Powder Touch Roll On Female 50ml 70614,1,547350,3/31/2027,6,19.00,114.00,12.10,72.6,12.10,72.60,0.15,10.89,83.49
121012287,Nivea Deo Powder Touch Spray Female 150ml 70615,1,539083,3/31/2027,3,23.00,69.00,14.90,44.7,14.90,44.70,0.15,6.71,51.41
121012287,Nivea Deo Powder Touch Spray Female 150ml 70615,1,496397,4/30/2026,1,23.00,23.00,14.90,14.9,14.90,14.90,0.15,2.24,17.14
121014918,Nivea Deo Protect & Care Spray 150ml,1,496172,8/31/2025,4,23.00,92.00,14.90,59.6,14.90,59.60,0.15,8.94,68.54
121016965,Nivea Deo Roll Clean Protect With Pure Alum 50ml,1,528695,9/30/2026,6,19.00,114.00,12.10,72.6,12.10,72.60,0.15,10.89,83.49
121016965,Nivea Deo Roll Clean Protect With Pure Alum 50ml,1,539071,11/30/2026,1,19.00,19.00,12.10,12.1,12.10,12.10,0.15,1.82,13.92
121016746,Nivea Deo Roll Deep Black Carbon Dark Wood 50ml,1,528720,8/31/2026,1,19.00,19.00,12.10,12.1,12.10,12.10,0.15,1.82,13.92
121016966,Nivea Deo Roll Deep Black Carbon Espresso 50ml,1,539079,4/30/2026,1,19.00,19.00,12.10,12.1,12.10,12.10,0.15,1.82,13.92
121016967,Nivea Deo Roll Fresh Cherry 50ml,1,522879,11/1/2026,6,19.00,114.00,12.10,72.6,12.10,72.60,0.15,10.89,83.49
121016967,Nivea Deo Roll Fresh Cherry 50ml,1,528696,11/30/2026,1,19.00,19.00,12.10,12.1,12.10,12.10,0.15,1.82,13.92
121014680,Nivea Deo Roll On Fresh Comfort 50ml,1,528697,4/30/2026,3,19.00,57.00,12.10,36.3,12.10,36.30,0.15,5.45,41.75
121021186,Nivea Deo Roll On Natural Radiance C E 50ml,1,547353,7/30/2026,6,19.00,114.00,12.10,72.6,12.10,72.60,0.15,10.89,83.49
121021186,Nivea Deo Roll On Natural Radiance C E 50ml,1,516022,3/31/2026,2,19.00,38.00,12.85,25.7,12.85,25.70,0.15,3.86,29.56
121006242,Nivea Deo Silver Protect Spray Men 150ml,1,475193,7/31/2025,4,23.00,92.00,15.44,61.76,15.44,61.76,0.15,9.26,71.02
121006242,Nivea Deo Silver Protect Spray Men 150ml,1,533298,11/30/2026,2,23.00,46.00,14.90,29.8,14.90,29.80,0.15,4.47,34.27
121003199,Nivea Deo Spray Aqua Cool 200ml,1,476552,12/31/2025,4,26.00,104.00,18.16,72.64,18.16,72.64,0.15,10.90,83.54
121017139,Nivea Deo Spray Black Charbon Espresso 150ml,1,533287,11/30/2026,2,23.00,46.00,14.90,29.8,14.90,29.80,0.15,4.47,34.27
121021853,Nivea Deo Spray Black Pearl Beauty 150ml,1,516025,5/30/2026,3,26.00,78.00,17.25,51.75,17.25,51.75,0.15,7.76,59.51
121016951,Nivea Deo Spray Clean Protect With Pure Alum 200ml,1,463044,6/1/2025,1,26.00,26.00,16.24,16.24,16.24,16.24,0.15,2.44,18.68
121018976,Nivea Deo Spray Deep Beats 150ml,1,476529,12/1/2025,1,23.00,23.00,15.40,15.4,15.40,15.40,0.15,2.31,17.71
121018976,Nivea Deo Spray Deep Beats 150ml,55,475194,12/31/2025,1,23.00,23.00,15.40,15.4,15.40,15.40,0.15,2.31,17.71
121016808,Nivea Deo Spray Deep Black Carbon Dark Wood 150ml,1,516013,11/30/2026,2,23.00,46.00,14.85,29.7,14.85,29.70,0.15,4.46,34.16
