100000000000,الأصــــــــــــول,Assets,0,0,0,0,
101000000000,الأصول المتداوله,Current Assets,10,0,0,0,
101010000000,النقد بالصناديق والبنوك,Cash in funds and banks,10,10,0,0,
101010100000,النقد بالصناديق,Cash in funds,10,10,10,0,
101010101000,النقد بالصناديق - رتاج,Cash in Funds - Retaj,10,10,10,1000,
101010101001,النقد بالصناديق - رتاج المركز الرئيسى,Cash in funds - Ritaj Headquarters,10,10,10,1001,
101010101002,النقد بالصناديق - رتاج صيدلية مملكة العلاج (العثيم ),Cash in Funds - Mamlakat Al Elaj (Al-Othaim),10,10,10,1002,
101010101003,النقد بالصناديق - رتاج صيدلية سماء ( سلة الدواء),Cash in Funds - Sama PH (Salit Aldawa),10,10,10,1003,
101010101004,النقد بالصناديق - رتاج صيدلية  10 لاغى,Cash in Funds - Retaj Pharmacy 10,10,10,10,1004,
101010101005,النقد بالصناديق - رتاج صيدلية 4,Cash in Funds - Retaj Pharmacy 4,10,10,10,1005,
101010101006,النقد بالصناديق - رتاج ص وصفات الطب 10,Cash in Funds - Retaj PH ( Wasaft Altab 10 ),10,10,10,1006,
101010101007,النقد بالصناديق - رتاج مملكة العلاج 21 النزهة,Cash in Funds - Retaj - ( Mamlaket Al Elaj 21 Al-Nuzha),10,10,10,1007,
101010101008,النقد بالصناديق -صحة اباس 2,Cash in funds - Sahat Abas 2,10,10,10,1008,
101010101009,النقد بالصناديق صيدلية وصفات 6,Cash in funds - Wasafat 6,10,10,10,1009,
101010101010,النقد بالصناديق صيدلية ابعاد 1,Cash in funds -  Abad PH 1,10,10,10,1010,
101010101011,النقد بالصناديق المستودع الرئيسي,Cash in funds - main warehouse,10,10,10,1011,
101010101012,النقد بالصناديق - صيدلية رتاج الدواء,Cash in funds - Retaj Al-Dawaa PH,10,10,10,1012,
101010101013,النقد بالصناديق صيدلية رتاج الصحة 1,Cash in funds - Retaj PH 1,10,10,10,1013,
101010101014,النقد بالصناديق - صيدلية رتاج الثانية للادوية,Cash in funds - Retaj PH 2,10,10,10,1014,
101010101015,النقد بالصناديق - صيدلية رتاج الثالثة للادوية,Cash in funds - Retaj PH 3,10,10,10,1015,
101010200000,النقد بالبنوك,Bank cash,10,10,20,0,
101010201000,النقد بالبنوك- شركة رتاج,Cash in banks - Retaj Company,10,10,20,1000,
101010201001, شركة رتاج مصرف الراجحي حـ /111111111,Al-Rajhi bank - Retaj 111111111,10,10,20,1001,
101010201002,حـ/ الشبكات شركة رتاج,Networks of Retaj Company,10,10,20,1002,
101010201003,مصرف الإنماء شركة رتاج الصحة  ح/ 67100510000891181001,Alinma Bank - Retaj 67100510000891181001,10,10,20,1003,
101010201004,شركة رتاج الصحة مصرف الانماء 68201498351000,Alinma Bank - Retaj  68201498351000,10,10,20,1004,
101010300000,عهد نقدية,Petty cash (Pharmacies),10,10,30,0,
101010301000,العهد النقدية - شركة رتاج,Petty cash - Retaj Com.,10,10,30,1000,
101010301001,العهد النقدية - شركة رتاج المركز الرئيسي,Petty cash - Main branch,10,10,30,1001,
101010301002,العهد النقدية - شركة رتاج صيدلية مملكة العلاج 21 (العثيم ),Petty cash - Mamlaket Al Elaj 21 (Alotham),10,10,30,1002,
101010301003,العهد النقدية - شركة رتاج صيدلية سماء (سلة الدواء),Petty cash -  Sama PH (Salit Aldawa),10,10,30,1003,
101010301004,العهد النقدية - شركة رتاج صيدلية وصفات 4,Petty cash -  Retaj Pharmacy 4,10,10,30,1004,
